,Nodes,DG_Pnom,DG_Pmin,DG_Pmax,DG_fp_min,DG_a,DG_b,DG_c,DG_ramp_up,DG_ramp_dw,Pdg_ini
0,1,500,0,500,0.9,0.05,0.5,0,0.5,-1,0
