,PD_1_0,QD_1_0,PD_2_1,QD_2_1,PD_2_2,QD_2_2,PD_2_3,QD_2_3,PD_3_4,QD_3_4,PD_3_5,QD_3_5,PD_3_6,QD_3_6,PD_4_7,QD_4_7,PD_4_8,QD_4_8,PD_4_9,QD_4_9,PD_4_10,QD_4_10,PD_5_11,QD_5_11,PD_5_12,QD_5_12,PD_5_13,QD_5_13,PD_5_14,QD_5_14,PV_1_0,Delta_t,Ti,Gv,Ph,pt
10,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.2099803492220136,0.11084412136125711,1.19495,1.0,8.9,0.0,8.155556199999998,0.08381
11,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.1115675441230526,0.12531720871443044,1.5062,1.0,8.1,0.0,0.4496100888888886,0.08643
12,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.0637109946986112,0.14736467255521543,1.843825,1.0,7.3,0.0,0.4078936888888889,0.08449
13,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.01031460336566,0.13779108268722395,1.8466749999999998,1.0,6.3,0.0,0.2502984000000001,0.08613
14,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.048371535362878,0.12760229524738506,1.612325,1.0,6.1,0.0,0.11124373333333333,0.08778
15,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.0031022463198938,0.12831689122058024,1.682675,1.0,5.9,0.0,0.03708124444444443,0.08943
16,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,0.9558328172222877,0.13163364996827823,1.0143,1.0,7.6,0.0,0.02433456666666668,0.08716
17,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,1.0747802960207868,0.13244915382949138,0.06659999999999999,1.0,7.7,0.0,0.01738183333333333,0.08717
18,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,1.5101321642420265,0.14749580886609248,0.0,1.0,7.3,0.0,0.8111522222222223,0.09862
19,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,2.0755975443516874,0.20237800803968362,0.0,1.0,7.3,0.0,1.7602003222222227,0.1
20,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,2.072461914828181,0.18108926691118798,0.0,1.0,7.1,0.0,1.7602003222222207,0.09636
21,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,2.1883316143332716,0.14718003382237235,0.0,1.0,6.5,0.0,1.6802438888888878,0.08886
22,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,1.6737184409101853,0.12365754106504848,0.0,1.0,6.4,0.0,9.38619,0.08037
23,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,1.0876530750491753,0.12363401829240345,0.0,1.0,6.6,0.002,10.519485533333336,0.07058
